currency,in_stock,price,rating,title,external_id,url
GBP,True,21.36,1,Follow You Home,follow-you-home_809,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
GBP,True,16.96,1,Fool Me Once,fool-me-once_374,https://books.toscrape.com/catalogue/fool-me-once_374/index.html
GBP,True,30.52,3,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
GBP,True,45.13,3,For the Love: Fighting for Grace in a World of Impossible Standards,for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
GBP,True,29.69,3,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
GBP,True,28.80,3,Forever Rockers (The Rocker #12),forever-rockers-the-rocker-12_19,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
GBP,True,32.42,1,Foundation (Foundation (Publication Order) #1),foundation-foundation-publication-order-1_375,https://books.toscrape.com/catalogue/foundation-foundation-publication-order-1_375/index.html
GBP,True,38.00,2,Frankenstein,frankenstein_20,https://books.toscrape.com/catalogue/frankenstein_20/index.html
GBP,True,51.22,3,"Friday Night Lights: A Town, a Team, and a Dream",friday-night-lights-a-town-a-team-and-a-dream_158,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
GBP,True,29.99,5,Frostbite (Vampire Academy #2),frostbite-vampire-academy-2_810,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
GBP,True,40.28,5,"Fruits Basket, Vol. 1 (Fruits Basket #1)",fruits-basket-vol-1-fruits-basket-1_21,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html
GBP,True,11.64,5,"Fruits Basket, Vol. 2 (Fruits Basket #2)",fruits-basket-vol-2-fruits-basket-2_100,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html
GBP,True,45.17,2,"Fruits Basket, Vol. 3 (Fruits Basket #3)",fruits-basket-vol-3-fruits-basket-3_159,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html
GBP,True,50.44,4,"Fruits Basket, Vol. 4 (Fruits Basket #4)",fruits-basket-vol-4-fruits-basket-4_321,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html
GBP,True,16.33,1,"Fruits Basket, Vol. 5 (Fruits Basket #5)",fruits-basket-vol-5-fruits-basket-5_376,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html
GBP,True,20.96,4,"Fruits Basket, Vol. 6 (Fruits Basket #6)",fruits-basket-vol-6-fruits-basket-6_427,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
GBP,True,19.57,1,"Fruits Basket, Vol. 7 (Fruits Basket #7)",fruits-basket-vol-7-fruits-basket-7_468,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
GBP,True,33.95,4,"Fruits Basket, Vol. 9 (Fruits Basket #9)",fruits-basket-vol-9-fruits-basket-9_563,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html
GBP,True,49.43,4,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
GBP,True,56.59,4,Fun Home: A Family Tragicomic,fun-home-a-family-tragicomic_428,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
GBP,True,41.46,4,Furiously Happy: A Funny Book About Horrible Things,furiously-happy-a-funny-book-about-horrible-things_619,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
GBP,True,55.65,5,Future Shock (Future Shock #1),future-shock-future-shock-1_519,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
GBP,True,56.76,4,"Giant Days, Vol. 1 (Giant Days #1-4)",giant-days-vol-1-giant-days-1-4_22,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html
GBP,True,22.11,2,"Giant Days, Vol. 2 (Giant Days #5-8)",giant-days-vol-2-giant-days-5-8_895,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html
GBP,True,46.83,2,Girl in the Blue Coat,girl-in-the-blue-coat_160,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html
GBP,True,42.14,3,"Girl, Interrupted",girl-interrupted_429,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
GBP,True,53.47,1,Girl Online On Tour (Girl Online #2),girl-online-on-tour-girl-online-2_101,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html
GBP,True,26.77,1,Girl With a Pearl Earring,girl-with-a-pearl-earring_322,https://books.toscrape.com/catalogue/girl-with-a-pearl-earring_322/index.html
GBP,True,50.96,1,#GIRLBOSS,girlboss_113,https://books.toscrape.com/catalogue/girlboss_113/index.html
GBP,True,18.32,2,Give It Back,give-it-back_430,https://books.toscrape.com/catalogue/give-it-back_430/index.html
GBP,True,45.84,3,Glory over Everything: Beyond The Kitchen House,glory-over-everything-beyond-the-kitchen-house_696,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
GBP,True,27.80,1,God Is Not Great: How Religion Poisons Everything,god-is-not-great-how-religion-poisons-everything_323,https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
GBP,True,30.03,5,God: The Most Unpleasant Character in All Fiction,god-the-most-unpleasant-character-in-all-fiction_697,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
GBP,True,42.21,4,Golden (Heart of Dread #3),golden-heart-of-dread-3_161,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
GBP,True,37.60,5,Gone Girl,gone-girl_162,https://books.toscrape.com/catalogue/gone-girl_162/index.html
GBP,True,32.49,3,Gone with the Wind,gone-with-the-wind_324,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html
GBP,True,37.05,5,Good in Bed (Cannie Shapiro #1),good-in-bed-cannie-shapiro-1_469,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
GBP,True,26.66,5,Gratitude,gratitude_163,https://books.toscrape.com/catalogue/gratitude_163/index.html
GBP,True,42.72,1,"Grayson, Vol 3: Nemesis (Grayson #3)",grayson-vol-3-nemesis-grayson-3_164,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html
GBP,True,10.23,5,Greek Mythic History,greek-mythic-history_698,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
GBP,True,10.79,4,Green Eggs and Ham (Beginner Books B-16),green-eggs-and-ham-beginner-books-b-16_165,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
GBP,True,48.49,4,Grey (Fifty Shades #4),grey-fifty-shades-4_592,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
GBP,True,22.16,2,Grumbles,grumbles_812,https://books.toscrape.com/catalogue/grumbles_812/index.html
GBP,True,57.42,5,H is for Hawk,h-is-for-hawk_102,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
GBP,True,58.79,3,Hamilton: The Revolution,hamilton-the-revolution_699,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
GBP,True,14.74,1,Harry Potter and the Chamber of Secrets (Harry Potter #2),harry-potter-and-the-chamber-of-secrets-harry-potter-2_325,https://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html
GBP,True,23.32,1,Harry Potter and the Deathly Hallows (Harry Potter #7),harry-potter-and-the-deathly-hallows-harry-potter-7_377,https://books.toscrape.com/catalogue/harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html
GBP,True,48.75,5,Harry Potter and the Half-Blood Prince (Harry Potter #6),harry-potter-and-the-half-blood-prince-harry-potter-6_326,https://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html
GBP,True,31.63,4,Harry Potter and the Order of the Phoenix (Harry Potter #5),harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327,https://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html
GBP,True,24.17,4,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328,https://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
GBP,True,13.90,3,Harry Potter and the Sorcerer's Stone (Harry Potter #1),harry-potter-and-the-sorcerers-stone-harry-potter-1_329,https://books.toscrape.com/catalogue/harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html
GBP,True,34.96,4,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),having-the-barbarians-baby-ice-planet-barbarians-75_23,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
GBP,True,45.24,3,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html
GBP,True,52.86,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
GBP,True,44.07,4,Heir to the Sky,heir-to-the-sky_166,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
GBP,True,33.97,1,Her Backup Boyfriend (The Sorensen Family #1),her-backup-boyfriend-the-sorensen-family-1_896,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html
GBP,True,11.84,1,Hide Away (Eve Duncan #20),hide-away-eve-duncan-20_620,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
GBP,True,23.11,5,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957,https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html
GBP,True,10.29,4,History of Beauty,history-of-beauty_521,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html
GBP,True,28.82,1,Hold Your Breath (Search and Rescue #1),hold-your-breath-search-and-rescue-1_700,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
GBP,True,51.07,2,Holidays on Ice,holidays-on-ice_167,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
GBP,True,42.98,1,Hollow City (Miss Peregrine’s Peculiar Children #2),hollow-city-miss-peregrines-peculiar-children-2_813,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
GBP,True,37.52,2,Horrible Bear!,horrible-bear_168,https://books.toscrape.com/catalogue/horrible-bear_168/index.html
GBP,True,54.89,1,House of Leaves,house-of-leaves_169,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
GBP,True,43.70,2,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
GBP,True,37.32,2,How Music Works,how-music-works_979,https://books.toscrape.com/catalogue/how-music-works_979/index.html
GBP,True,28.25,2,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
GBP,True,46.03,1,How to Be Miserable: 40 Strategies You Already Use,how-to-be-miserable-40-strategies-you-already-use_897,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html
GBP,True,46.01,4,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
GBP,True,58.32,5,How to Speak Golf: An Illustrated Guide to Links Lingo,how-to-speak-golf-an-illustrated-guide-to-links-lingo_621,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
GBP,True,46.49,5,How to Stop Worrying and Start Living,how-to-stop-worrying-and-start-living_431,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
GBP,True,40.45,2,Howl and Other Poems,howl-and-other-poems_522,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html
GBP,True,33.14,3,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
GBP,True,47.02,3,"Hush, Hush (Hush, Hush #1)",hush-hush-hush-hush-1_701,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
GBP,True,14.75,5,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
GBP,True,21.96,4,Hystopia: A Novel,hystopia-a-novel_523,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html
GBP,True,54.63,3,I am a Hero Omnibus Volume 1,i-am-a-hero-omnibus-volume-1_898,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html
GBP,True,28.88,2,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
GBP,True,10.60,4,I Am Pilgrim (Pilgrim #1),i-am-pilgrim-pilgrim-1_703,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
GBP,True,57.36,4,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
GBP,True,29.17,2,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html
GBP,True,25.98,4,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
GBP,True,36.55,2,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
GBP,True,44.21,1,I Will Find You,i-will-find-you_524,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html
GBP,True,40.44,4,Icing (Aces Hockey #2),icing-aces-hockey-2_25,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html
GBP,True,20.91,1,If I Gave You God's Phone Number....: Searching for Spirituality in America,if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564,https://books.toscrape.com/catalogue/if-i-gave-you-gods-phone-number-searching-for-spirituality-in-america_564/index.html
GBP,True,49.97,4,If I Run (If I Run #1),if-i-run-if-i-run-1_174,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
GBP,True,38.13,5,If I Stay (If I Stay #1),if-i-stay-if-i-stay-1_379,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
GBP,True,56.48,1,I'll Give You the Sun,ill-give-you-the-sun_525,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
GBP,True,57.36,5,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
GBP,True,34.74,4,Imperfect Harmony,imperfect-harmony_26,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html
GBP,True,19.63,1,"In a Dark, Dark Wood",in-a-dark-dark-wood_963,https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html
GBP,True,49.98,4,In Cold Blood,in-cold-blood_432,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
GBP,True,12.84,1,In Her Wake,in-her-wake_980,https://books.toscrape.com/catalogue/in-her-wake_980/index.html
GBP,True,22.00,4,In the Country We Love: My Family Divided,in-the-country-we-love-my-family-divided_901,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html
GBP,True,28.85,3,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
GBP,True,38.38,2,In the Woods (Dublin Murder Squad #1),in-the-woods-dublin-murder-squad-1_433,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
GBP,True,41.00,5,Inferno (Robert Langdon #4),inferno-robert-langdon-4_176,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
GBP,True,56.70,5,Into the Wild,into-the-wild_177,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
GBP,True,20.11,3,Is Everyone Hanging Out Without Me? (And Other Concerns),is-everyone-hanging-out-without-me-and-other-concerns_178,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
GBP,True,48.13,5,Isla and the Happily Ever After (Anna and the French Kiss #3),isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
GBP,True,29.65,1,Island of Dragons (Unwanteds #7),island-of-dragons-unwanteds-7_705,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
GBP,True,56.27,3,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
GBP,True,25.01,3,It,it_330,https://books.toscrape.com/catalogue/it_330/index.html
GBP,True,19.55,1,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
GBP,True,42.38,1,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
GBP,True,45.17,2,It's Only the Himalayas,its-only-the-himalayas_981,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html
GBP,True,19.69,1,I've Got Your Number,ive-got-your-number_173,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
GBP,True,38.43,5,Jane Eyre,jane-eyre_27,https://books.toscrape.com/catalogue/jane-eyre_27/index.html
GBP,True,57.43,4,John Adams,john-adams_472,https://books.toscrape.com/catalogue/john-adams_472/index.html
GBP,True,20.22,4,John Vassos: Industrial Design for Modern Life,john-vassos-industrial-design-for-modern-life_526,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
GBP,True,35.67,5,Join,join_902,https://books.toscrape.com/catalogue/join_902/index.html
GBP,True,53.90,2,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
GBP,True,44.97,1,Jurassic Park (Jurassic Park #1),jurassic-park-jurassic-park-1_180,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
GBP,True,20.46,4,Keep Me Posted,keep-me-posted_594,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
GBP,True,47.13,1,Kierkegaard: A Christian Missionary to Christians,kierkegaard-a-christian-missionary-to-christians_527,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
GBP,True,45.05,5,Kill 'Em and Leave: Searching for James Brown and the American Soul,kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
GBP,True,15.52,5,Kill the Boy Band,kill-the-boy-band_381,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
GBP,True,31.49,4,Killing Floor (Jack Reacher #1),killing-floor-jack-reacher-1_382,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
GBP,True,34.00,3,Kindle Paperwhite User's Guide,kindle-paperwhite-users-guide_103,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
GBP,True,39.61,5,King's Folly (The Kinsman Chronicles #1),kings-folly-the-kinsman-chronicles-1_473,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
GBP,True,57.20,5,Kitchens of the Great Midwest,kitchens-of-the-great-midwest_28,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html
GBP,True,40.85,1,Lab Girl,lab-girl_595,https://books.toscrape.com/catalogue/lab-girl_595/index.html
GBP,True,16.28,5,Lady Midnight (The Dark Artifices #1),lady-midnight-the-dark-artifices-1_707,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
GBP,True,53.04,5,Lady Renegades (Rebel Belle #3),lady-renegades-rebel-belle-3_181,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
GBP,True,55.50,5,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",lamb-the-gospel-according-to-biff-christs-childhood-pal_182,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
GBP,True,19.15,2,Large Print Heart of the Pride,large-print-heart-of-the-pride_815,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
GBP,True,59.98,3,Last One Home (New Beginnings #1),last-one-home-new-beginnings-1_383,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
GBP,True,40.11,1,"Layered: Baking, Building, and Styling Spectacular Cakes",layered-baking-building-and-styling-spectacular-cakes_904,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html
GBP,True,25.02,1,"Lean In: Women, Work, and the Will to Lead",lean-in-women-work-and-the-will-to-lead_183,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
GBP,True,51.17,5,Leave This Song Behind: Teen Poetry at Its Best,leave-this-song-behind-teen-poetry-at-its-best_474,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
GBP,True,40.72,2,Left Behind (Left Behind #1),left-behind-left-behind-1_529,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
GBP,True,43.69,4,Legend (Legend #1),legend-legend-1_184,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
GBP,True,29.04,5,Les Fleurs du Mal,les-fleurs-du-mal_530,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
GBP,True,26.79,5,Let It Out: A Journey Through Journaling,let-it-out-a-journey-through-journaling_708,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
GBP,True,45.11,1,Let's Pretend This Never Happened: A Mostly True Memoir,lets-pretend-this-never-happened-a-mostly-true-memoir_185,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
GBP,True,22.20,1,Letter to a Christian Nation,letter-to-a-christian-nation_186,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
GBP,True,51.33,2,Libertarianism for Beginners,libertarianism-for-beginners_982,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html
GBP,True,48.56,5,Library of Souls (Miss Peregrine’s Peculiar Children #3),library-of-souls-miss-peregrines-peculiar-children-3_816,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
GBP,True,45.14,1,Lies and Other Acts of Love,lies-and-other-acts-of-love_596,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
GBP,True,26.13,2,Life After Life,life-after-life_187,https://books.toscrape.com/catalogue/life-after-life_187/index.html
GBP,True,13.22,4,Life of Pi,life-of-pi_475,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
GBP,True,33.26,2,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
GBP,True,59.04,5,Life Without a Recipe,life-without-a-recipe_188,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
GBP,True,31.58,5,Life,life_104,https://books.toscrape.com/catalogue/life_104/index.html
GBP,True,28.77,2,Like Never Before (Walker Family #2),like-never-before-walker-family-2_476,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
GBP,True,12.47,3,Lila (Gilead #3),lila-gilead-3_190,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
GBP,True,17.28,2,Lilac Girls,lilac-girls_597,https://books.toscrape.com/catalogue/lilac-girls_597/index.html
GBP,True,58.99,3,Listen to Me (Fusion #1),listen-to-me-fusion-1_29,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html
GBP,True,13.47,3,Little Red,little-red_817,https://books.toscrape.com/catalogue/little-red_817/index.html
