"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A stalled scroll writes a perfectly valid recording of nothing happening.

    Nothing downstream can tell that apart from a good one — the file is there, the
    right size, and it plays — so the check has to be here, and its message has to
    name both numbers for whoever reads the failed run.
    ","0","test_a_scroll_that_stopped_short_is_refused_by_name","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_cli","",""
"","1","test_a_test_with_two_markers_stops_the_build_instead_of_being_counted_twice","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The same proof for the template the profile's image is exported from.","1","test_a_number_changed_on_the_cover_is_one_this_module_would_catch","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"And the other half: asked to publish, it does — `.nojekyll` and the page.","260","test_an_explicit_opt_in_publishes_the_assembled_site","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","1","test_environment_overrides_use_the_prefix","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_config","",""
"The viewer link has to be absolute, so it is the one link on the page that
    cannot be checked by following it relative to the file beside it. It is built
    from the same constant the file is published under, and this is what keeps the
    two spellings from drifting.","0","test_the_linked_trace_and_the_published_file_are_the_same_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_figure_states_the_number_the_code_holds[data-sample.html-a full run collects-books]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"A picture that changed shape changed what it shows, and nobody chose that.

    The profile crops the three images it shows to sizes it picked, and the two
    under `showcase/images/` are exported at a fixed size because each is a crop
    of something taller: a size that drifted is a crop nobody looked at. The
    banner also carries its size in its own name, so a file that no longer
    matches it is a file whose name lies.
    ","0","test_a_committed_image_is_the_size_it_is_shown_at[showcase/images/ci-run.png-size4]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","6","test_a_source_whose_fetch_raises_is_skipped_and_the_run_continues","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_run","",""
"","1","test_defaults_need_no_environment","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_config","",""
"","0","test_a_scroll_that_reached_the_end_is_not_refused","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_cli","",""
"The table adds up, so a reader can check it without running anything.","0","test_the_gate_row_is_the_sum_of_the_rows_above_it","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"A reading that matched nothing is a failure, not a pass over an empty set.","0","test_a_figure_stating_nothing_fails_instead_of_passing_over_an_empty_reading","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_a_figure_states_the_number_the_code_holds[cover.html-in one full run-records]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","6","test_decimal_and_datetime_round_trip_through_the_database","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","1","test_a_document_states_the_number_the_code_holds[docs/01-what-it-scrapes-and-why.md-the catalogue's pages]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"Deleting rows from SQLite frees space inside the file and never gives it back.

    The database is published, so its size on disk is the size of somebody's
    download. `prune` does the deleting and `vacuum` is what actually returns the
    space — once per run, after every source, because VACUUM rewrites the whole file.
    ","95","test_vacuum_shrinks_the_file_the_prune_emptied","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_storage","",""
"","1","test_it_waits_between_requests_to_the_same_host","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"","1","test_a_document_states_the_number_the_code_holds[README.md-the demo API's page size]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"Finding 1: a raw dict that already looks like a tagged decimal must not be silently misread.","4","test_a_field_colliding_with_the_reserved_decimal_tag_is_refused_loudly","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"One live check, so the sentence written for a plural would read as ""The 1
    checks"" — each count gets prose that is true of it.","3","test_a_green_live_run_says_the_markup_still_matches","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1213","test_the_coverage_table_states_the_number_of_cases_pytest_collects[unit]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:14 UTC 2026","","test_readme_pins","",""
"","0","test_the_unrendered_js_page_has_no_quotes_in_its_html","tests.parsers","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_quotes_parser","",""
"A source with no stated size is one the nightly live check cannot hold to one.","0","test_every_known_source_has_a_catalogue_size","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_consecutive_days_differ_in_a_few_prices_and_stock_flags_not_everything","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_demo_catalogue","",""
"The gate, exercised rather than read.

    A local run that turned out to have push credentials is how a ""dry run"" once
    published synthetic data to a real gh-pages branch. Neither `GITHUB_ACTIONS` nor
    `PUBLISH_SHOWCASE` is set here, and `origin` is a real repository this process
    can certainly push to — so the only thing stopping it is the gate itself.
    ","208","test_a_local_run_assembles_the_site_and_publishes_nothing","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","0","test_one_fact_written_two_different_ways_is_a_failure","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"A number added to a sentence has to be a number something here checks.

    Every value this module pinned is struck out of the README's prose, longest
    first, and what is left may not contain a digit. Without it, a new figure in
    a new sentence would simply not be read by any of the patterns above, and
    nothing would say so.
    ","1","test_no_number_in_the_readme_escapes_this_module","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"","9","test_export_csv_and_json_carry_the_same_rows","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","1","test_a_document_states_the_number_the_code_holds[README.md-the retry budget]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"","1","test_a_document_states_the_number_the_code_holds[README.md-the wait between two requests]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"","3","test_a_missing_run_url_leaves_no_empty_link","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"One client asks several origins, and the flag describes the last answer only.","1","test_a_readable_robots_txt_clears_the_unreachable_flag","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"The server answered and could not tell us the rules. We do not guess there are none.","1","test_a_robots_txt_that_could_not_be_read_is_also_a_refusal","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_fetch_refusal","",""
"Only the builder may write there; a `cp` to the same path from here is the
    conflicting write the divergence came from.","1","test_the_script_copies_nothing_into_the_sites_media_directory","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"The realistic case: the live job died before its artefact was uploaded, or a
    download step was dropped from the workflow. Merging the two directories that
    did arrive would publish a report — and a figure on the page — missing a whole
    leg of the suite, which is exactly the kind of quiet wrong number this page
    exists not to have.","0","test_a_missing_results_directory_stops_the_merge_and_names_it[merge_categories]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"","3","test_the_change_report_is_published_beside_the_page","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_out_of_stock_is_read_as_out_of_stock","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"","0","test_a_figure_spells_a_setting_the_way_the_project_spells_it[data-sample.html-the file it shows]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","4","test_a_test_that_only_passed_on_a_rerun_is_named_on_the_page","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_document_states_the_number_the_code_holds[README.md-the demo catalogue]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"`--export-dir` writes `<source>.<format>`; the page links exactly those.

    The database is the one published file no export produces — it is the storage
    itself, copied in by the publish step — so it is the one name taken out of the
    comparison rather than left to look like a missing export.
    ","0","test_the_files_the_cli_exports_are_the_files_the_page_publishes","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The table has the same number of cells on every row, including a row that is a
    sentence: a skipped source was going to go through a door, and saying which one
    costs nothing and keeps the column honest.","4","test_a_skipped_source_still_shows_the_door_it_would_have_used","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_document_states_the_number_the_code_holds[docs/02-politeness.md-the retry budget]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"","0","test_whitespace_and_odd_unicode_are_cleaned","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"","1","test_a_document_states_the_number_the_code_holds[README.md-the Python version]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"A document that points at a file which has moved is a document nobody can follow.","1","test_every_relative_link_resolves_to_something_in_the_repository[docs/02-politeness.md]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"Which is what a local run produces: `tests/conftest.py` only qualifies keys
    by job when `GITHUB_JOB` is set, so outside CI every job writes plain keys.","0","test_the_same_key_and_value_in_two_jobs_is_not_a_collision","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_merge","",""
"The two figures are drawn by the same step but are two files, and a publish
    can carry one without the other. The page must then show the one it has and say
    nothing about the one it does not, rather than falling back to the note that
    claims neither shipped.","4","test_one_diagram_can_arrive_without_the_other[pipeline-architecture]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","4","test_a_source_that_recorded_no_door_says_so_rather_than_guessing_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"It must wait its turn and count against stats, not bypass the client's own politeness.","1","test_the_robots_fetch_is_a_request_like_any_other","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"Not even when the sentence happens to have a number in it.

    The listing pages this project walks say ""In stock"" and nothing more; only a
    book's own page ever says how many. A column that is a number on one page and
    null on the other thousand describes nothing, so books carry the flag alone —
    and the demo store, whose API hands back a real integer, keeps its count.
    ","0","test_a_book_carries_no_stock_count_at_all","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"","1245","test_the_coverage_table_states_the_number_of_cases_pytest_collects[e2e]","tests.unit","Wed Sep 23 09:44:16 UTC 2026","passed","Wed Sep 23 09:44:17 UTC 2026","","test_readme_pins","",""
"","4","test_the_lede_says_so_when_a_source_did_not_answer","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_figure_states_the_number_the_code_holds[cover.html-one pipeline-sources]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The structured readers only see numbers written the way they expect.

    A count added to a drawing in some other shape — inside a sentence, in a box
    with no title, in the description a screen reader hears — would be a number
    nobody checks, and the readers above would never mention it. So every number
    this module has checked is struck out of the text of each file, longest
    first, and what is left may not contain a digit.
    ","0","test_no_number_on_these_files_escapes_this_module[pipeline.svg]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","28","test_prune_keeps_the_newest_snapshots_and_drops_the_rest","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"""All N sources"" is a claim about every source this project scrapes, so it is
    only true when the run carries all of them. A `run-stats.json` with two of the
    three and nothing skipped used to be published as ""all 2 sources"", which reads
    as a complete night and is not one.","4","test_the_lede_does_not_call_a_partial_run_all_the_sources","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"Finding 5: an invalid Source is a TypeError before anything runs, not partway through.","0","test_a_source_missing_a_protocol_member_is_refused_at_the_door","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_run","",""
"","2","test_each_listing_record_carries_the_fields_normalisation_needs","tests.parsers","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_books_parser","",""
"","1184","test_the_coverage_table_states_the_number_of_cases_pytest_collects[the gate]","tests.unit","Wed Sep 23 09:44:18 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"","4","test_the_data_files_are_published_and_linked_with_their_sizes","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"Three jobs produce results and all three are merged. A directory that is not
    there means a job did not deliver, and publishing the rest would show a report —
    and a figure on the page — missing a whole leg of the suite.","0","test_the_script_stops_when_a_jobs_results_never_arrived","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"`Storage.open()` fails on a scheme SQLAlchemy has no dialect for — `scrape`
    must report that itself, not let it escape as an unhandled traceback. No network
    is touched: storage opens before anything reaches `--demo-url` at all.
    ","4","test_scrape_reports_a_bad_db_url_instead_of_a_traceback","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_cli","",""
"A local run must not be able to publish: the push is gated on either running
    under GitHub Actions or an explicit, named opt-in, not on whether this machine
    happens to have push credentials.","0","test_the_script_refuses_to_push_outside_ci_by_default","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","0","test_counts_by_marker","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The database is published every night, so its history is bounded on purpose.","7646","test_the_database_keeps_only_the_snapshots_the_caller_asked_for","tests.unit","Wed Sep 23 09:44:53 UTC 2026","passed","Wed Sep 23 09:45:00 UTC 2026","","test_cli","",""
"","0","test_rating_words_become_integers","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_normalize","",""
"","1","test_attempts_group_by_name_and_parameters_when_there_is_no_history_id","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The guard above must not be a way of always printing the paragraph.","4","test_a_run_with_nothing_skipped_says_nothing_about_skipping","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The skip reason is whichever message the failure carried — somebody else's
    error text, in practice — and the revision and run URL arrive from CI.","4","test_a_value_cannot_close_an_attribute_and_open_a_script","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"`change-report.json` carries a changeset only for a source that was diffed.
    ""0 changes"" and ""never compared"" are different statements, and the second one
    must not be published as the first.","4","test_a_source_with_no_comparison_is_not_reported_as_unchanged","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The two figures are drawn by the same step but are two files, and a publish
    can carry one without the other. The page must then show the one it has and say
    nothing about the one it does not, rather than falling back to the note that
    claims neither shipped.","3","test_one_diagram_can_arrive_without_the_other[architecture-pipeline]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_page_without_the_expected_markup_names_what_is_missing","tests.parsers","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_books_parser","",""
"`hosts` is a dict, and every entry in `run-stats.json` has to read the same way
    whether the source ran or was skipped before it started — a skipped one is built
    from numbers alone. The client still keeps the breakdown for its own tests.","0","test_a_source_block_carries_no_per_host_breakdown","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_source_stats","",""
"","3","test_a_missing_trace_leaves_no_link_to_a_file_that_is_not_there","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_a_rerun_is_one_test_not_two","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1154","test_the_coverage_table_states_the_number_of_cases_pytest_collects[parsers]","tests.unit","Wed Sep 23 09:44:14 UTC 2026","passed","Wed Sep 23 09:44:15 UTC 2026","","test_readme_pins","",""
"","0","test_a_document_states_the_number_the_code_holds[README.md-the book catalogue]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"","0","test_a_coverage_table_stating_nothing_fails_instead_of_passing_over_an_empty_reading","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"Two snapshots are what a diff is: tonight's, and the one it is compared against.

    Keeping zero would delete the run's own snapshot; keeping one would leave the
    next run nothing to compare it against. Both turn a change-detection tool into a
    collector, quietly, one night later — so the retention refuses them by name.
    ","5","test_prune_refuses_a_retention_that_leaves_nothing_to_diff[1]","tests.integration","Wed Sep 23 09:44:11 UTC 2026","passed","Wed Sep 23 09:44:11 UTC 2026","","test_storage","",""
"","0","test_identical_snapshots_produce_no_changes","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_diff","",""
"Every published data file is named by `showcase.build.DATA_FILES`. The script
    copies the exports directory wholesale and never spells one out — with a single
    exception, the database, which it renames on the way in and which the next test
    pins to the builder's own constant.","0","test_the_script_names_no_export_the_page_does_not_link","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"The table is not in the plate: the exporter replaces one comment with it.

    That comment is a fact kept in two files — the template and the exporter —
    and two copies of one truth drift. The export itself refuses a plate it
    cannot fill, so this only moves the complaint to the cheapest moment: a test
    run, rather than the next time somebody tries to refresh the picture.
    ","1","test_the_plate_still_carries_the_comment_the_exporter_fills_in","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_empty_results_are_an_error_not_a_zero","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_json_carries_counts_and_changes","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_report","",""
"","1","test_it_identifies_itself","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"","0","test_a_figure_states_the_number_the_code_holds[architecture.svg-quotes.toscrape.com/js/-quotes]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","1","test_a_figure_states_the_number_the_code_holds[data-sample.html-shown-rows]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"`run-stats.json` has one shape, whoever wrote the entry.

    `run_sources` writes the numbers for a source it ran; the CLI writes the entry
    for a source the probe dropped before the run. A key in one and not the other
    is a hole in the page's table that only shows up on a night something was
    skipped.
    ","0","test_a_source_that_never_ran_reads_like_one_that_did","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"The cover is an image inside a link; both targets have to be seen, and only those.","0","test_the_link_reader_finds_a_nested_target_and_leaves_the_absolute_ones_alone","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"Off by default: a thousand extra requests to somebody else's site is a decision.","62","test_the_detail_pages_are_not_bought_unless_they_are_asked_for","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_cli","",""
"","4","test_a_result_with_no_verdict_is_counted_as_unknown","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","4","test_a_source_that_did_not_move_says_so_rather_than_being_left_out","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","278","test_login_opens_the_members_page","tests.e2e","Wed Sep 23 09:44:42 UTC 2026","passed","Wed Sep 23 09:44:43 UTC 2026","","test_browser_engine","",""
"","3","test_the_split_by_marker_is_on_the_page","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","0","test_a_detail_page_adds_category_and_stock_count","tests.parsers","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_books_parser","",""
"","0","test_a_source_with_no_changes_is_stated_not_omitted","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_report","",""
"Reading `stats` off a source that never ran must not hand back the client's totals.","1","test_a_source_that_never_fetched_reports_nothing_rather_than_the_whole_run","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_source_stats","",""
"Allure counts the last attempt; a page that disagreed would be wrong.","1","test_the_verdict_is_the_attempt_the_report_shows","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","4","test_a_run_with_no_changes_at_all_states_it","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"A picture that changed shape changed what it shows, and nobody chose that.

    The profile crops the three images it shows to sizes it picked, and the two
    under `showcase/images/` are exported at a fixed size because each is a crop
    of something taller: a size that drifted is a crop nobody looked at. The
    banner also carries its size in its own name, so a file that no longer
    matches it is a file whose name lies.
    ","0","test_a_committed_image_is_the_size_it_is_shown_at[showcase/images/data-sample.png-size3]","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_figures","",""
"","0","test_a_document_states_the_number_the_code_holds[docs/01-what-it-scrapes-and-why.md-the demo catalogue]","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_readme_pins","",""
"The point of the retention is that it changes nothing a reader can see.","19","test_a_pruned_database_still_diffs_the_two_snapshots_it_kept","tests.integration","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_storage","",""
"","1182","test_the_first_two_pages_yield_forty_books_politely","tests.live","Wed Sep 23 09:46:40 UTC 2026","passed","Wed Sep 23 09:46:42 UTC 2026","","test_books_live","",""
"","0","test_a_sentence_this_module_cannot_find_is_a_failure_not_a_silent_pass","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_readme_pins","",""
"","1","test_it_does_not_retry_a_4xx","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_http_client","",""
"","1","test_the_marker_split_counts_a_rerun_once","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"The trace is offered twice on purpose: through the hosted viewer, which
    depends on this site allowing a cross-origin read, and as a file, which depends
    on nothing. A reader must never be left with only the link that can stop
    working for a reason outside this project.","3","test_a_trace_that_exists_is_published_and_linked_both_ways","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1334","test_scroll_until_reaches_the_end_and_collects_every_item","tests.e2e","Wed Sep 23 09:44:41 UTC 2026","passed","Wed Sep 23 09:44:42 UTC 2026","","test_browser_engine","",""
"GitHub Pages runs Jekyll otherwise, and Jekyll drops every directory whose
    name begins with an underscore — which is most of an Allure report.","0","test_the_published_branch_gets_a_nojekyll_file","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_publish_showcase_script","",""
"","4","test_results_without_any_live_check_do_not_claim_one","tests.unit","Wed Sep 23 09:44:20 UTC 2026","passed","Wed Sep 23 09:44:20 UTC 2026","","test_showcase_build","",""
"","1","test_the_same_day_gives_the_same_catalogue","tests.unit","Wed Sep 23 09:44:12 UTC 2026","passed","Wed Sep 23 09:44:12 UTC 2026","","test_demo_catalogue","",""
